Pais,Nombre_cliente,Datos_pedido,Estado,Producto,Categoria,Marca,Costo,Ventas,Cantidad,Costo_Totales,Ventas_totales,Ganancias,Ganancias_Totales
Alemania,Vinod Mehta,03/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,4350.0,17400.0
China,Jignesh Mhatre,03/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
E.E.U.U,Rahul Kashyap,03/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Brasil,Mohammed Abdul Kaleem,03/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Japon,Chandrakant Kasbe,03/04/2020,Shipped,22 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Brasil,Rohan Kale,03/04/2020,Order,277 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
Italia,Aniruddha Kekapure,03/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Brasil,Aslam Raza,03/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,3750.0,11250.0
Colombia,Roshan Zameer,03/04/2020,Shipped,29 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,1050.0,2100.0
Colombia,Rakesh Kumar Sharma,03/04/2020,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Brasil,Shivanand Sahani,03/04/2020,Processing,24 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,630.0,2520.0
E.E.U.U,Kunal Patra,03/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
Brasil,Bijendra,03/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,105.0,210.0
Brasil,Kranti Bheke,03/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,2850.0,11400.0
Alemania,Jagdeep,03/04/2020,Processing,23 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
E.E.U.U,Adhir Samal,03/04/2020,Delivered,533 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Italia,Dannana Jhammi,03/04/2020,Shipped,RYZEN 3rd gen. 3521,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Francia,Vipin Kumar,03/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Colombia,Ranjeet Kumar,03/04/2020,Processing,37 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,2.0,13100.0,17030.0,1965.0,3930.0
Colombia,Sajal Singhal,03/04/2020,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
Brasil,Akhilesh Kumar,03/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
India,Suvankar Chakraborty,03/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Brasil,Suvankar Adhikary,03/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,195.0,585.0
Reino Unido,Rahul Kumar Prajapati,03/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,3.0,22500.0,29250.0,2250.0,6750.0
India,Sagar Jeur,03/04/2020,Shipped,23 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Mexico,Rhushikesh Mane,03/04/2020,Order,22 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Australia,Ashish Kumar,04/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Reino Unido,Javed Akhter,05/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
E.E.U.U,Haridas Balraj,06/04/2020,Shipped,25 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
Mexico,Kundan Kumar,07/04/2020,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
Reino Unido,Atif Siddiqui,08/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,804.0,2412.0
Mexico,Aditya Agarwal,09/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,2475.0,2475.0
Alemania,Firdoush Jabee,10/04/2020,Shipped,29 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,795.0,2385.0
Brasil,Jay Prakash Kumar,10/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
India,Ashish Pandey,10/04/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,4350.0,17400.0
E.E.U.U,Ajay Sharma,10/04/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,240.0,720.0
Reino Unido,Moinuddin Saifi,10/04/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Brasil,Ramkrishna Das Adhikary,10/04/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,4.0,42000.0,54600.0,3150.0,12600.0
Colombia,Ranjeet Mandal,10/04/2020,Processing,23 TB HDD,HDD,Western Digital,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Francia,Ashwini Adsare,10/04/2020,Delivered,278 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Alemania,Rajesh Variya,10/04/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Colombia,Amit Singh,10/04/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,3750.0,3750.0
Brasil,Vinod Mehta,10/04/2020,Processing,30 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,1050.0,1050.0
Australia,Jignesh Mhatre,10/04/2020,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Brasil,Rahul Kashyap,10/04/2020,Shipped,25 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,630.0,630.0
Alemania,Mohammed Abdul Kaleem,10/04/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Japon,Chandrakant Kasbe,10/04/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,105.0,210.0
Reino Unido,Rohan Kale,10/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,2850.0,11400.0
E.E.U.U,Aniruddha Kekapure,10/04/2020,Shipped,24 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
Italia,Aslam Raza,10/04/2020,Order,534 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Alemania,Roshan Zameer,10/04/2020,Processing,RYZEN 3rd gen. 3522,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Mexico,Rakesh Kumar Sharma,10/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Francia,Shivanand Sahani,10/04/2020,Shipped,38 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,1965.0,1965.0
China,Kunal Patra,10/04/2020,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,2295.0,2295.0
Italia,Bijendra,10/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
India,Kranti Bheke,10/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Japon,Jagdeep,10/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,195.0,195.0
Francia,Adhir Samal,10/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,2250.0,9000.0
E.E.U.U,Dannana Jhammi,10/04/2020,Processing,24 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Japon,Vipin Kumar,10/04/2020,Delivered,23 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Italia,Ranjeet Kumar,11/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Brasil,Sajal Singhal,12/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
India,Akhilesh Kumar,13/04/2020,Processing,26 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,504.0,2016.0
Brasil,Suvankar Chakraborty,14/04/2020,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
India,Suvankar Adhikary,15/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
Colombia,Rahul Kumar Prajapati,16/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Mexico,Sagar Jeur,16/04/2020,Processing,30 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,2.0,5300.0,6890.0,795.0,1590.0
Italia,Rhushikesh Mane,16/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,3765.0,15060.0
Brasil,Ashish Kumar,16/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
Australia,Javed Akhter,16/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
Colombia,Haridas Balraj,16/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,180.0,180.0
Reino Unido,Kundan Kumar,16/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Italia,Atif Siddiqui,16/04/2020,Shipped,24 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Colombia,Aditya Agarwal,16/04/2020,Order,279 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
India,Firdoush Jabee,16/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Francia,Jay Prakash Kumar,16/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Japon,Ashish Pandey,16/04/2020,Shipped,31 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Italia,Ajay Sharma,16/04/2020,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Colombia,Moinuddin Saifi,16/04/2020,Processing,26 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,2.0,4200.0,5460.0,630.0,1260.0
Reino Unido,Ramkrishna Das Adhikary,16/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Japon,Ranjeet Mandal,16/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
Alemania,Ashwini Adsare,16/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,2850.0,5700.0
India,Rajesh Variya,16/04/2020,Processing,25 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
China,Amit Singh,16/04/2020,Delivered,535 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Mexico,Vinod Mehta,16/04/2020,Shipped,RYZEN 3rd gen. 3523,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Mexico,Jignesh Mhatre,16/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
Reino Unido,Rahul Kashyap,16/04/2020,Processing,39 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,1965.0,1965.0
Alemania,Mohammed Abdul Kaleem,16/04/2020,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,2295.0,9180.0
Australia,Chandrakant Kasbe,16/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
E.E.U.U,Rohan Kale,16/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
Colombia,Aniruddha Kekapure,16/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,195.0,585.0
E.E.U.U,Aslam Raza,16/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,2250.0,9000.0
Australia,Roshan Zameer,16/04/2020,Shipped,25 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
India,Rakesh Kumar Sharma,16/04/2020,Order,24 TB SSD,SSD,Samsung,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Brasil,Shivanand Sahani,16/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Italia,Kunal Patra,16/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
E.E.U.U,Bijendra,16/04/2020,Shipped,27 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,504.0,2016.0
Brasil,Kranti Bheke,16/04/2020,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
India,Jagdeep,16/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,804.0,804.0
Francia,Adhir Samal,16/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,2475.0,7425.0
Colombia,Dannana Jhammi,16/04/2020,Shipped,31 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,2.0,5300.0,6890.0,795.0,1590.0
Italia,Vipin Kumar,16/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,3765.0,15060.0
China,Ranjeet Kumar,16/04/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,4350.0,13050.0
Alemania,Sajal Singhal,16/04/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
Brasil,Akhilesh Kumar,16/04/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,180.0,360.0
Colombia,Suvankar Chakraborty,16/04/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,4.0,42000.0,54600.0,3150.0,12600.0
India,Suvankar Adhikary,16/04/2020,Processing,25 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
E.E.U.U,Rahul Kumar Prajapati,16/04/2020,Delivered,280 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Alemania,Sagar Jeur,16/04/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Australia,Rhushikesh Mane,16/04/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Brasil,Ashish Kumar,16/04/2020,Processing,32 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Colombia,Javed Akhter,16/04/2020,Delivered,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Francia,Haridas Balraj,16/04/2020,Shipped,27 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,630.0,1890.0
Francia,Kundan Kumar,16/04/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
China,Atif Siddiqui,17/04/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
Japon,Aditya Agarwal,17/04/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
Italia,Firdoush Jabee,17/04/2020,Shipped,26 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Mexico,Jay Prakash Kumar,17/04/2020,Order,536 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Australia,Ashish Pandey,17/04/2020,Processing,RYZEN 3rd gen. 3524,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Colombia,Ajay Sharma,17/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Reino Unido,Moinuddin Saifi,17/04/2020,Shipped,40 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,1965.0,1965.0
Reino Unido,Ramkrishna Das Adhikary,17/04/2020,Order,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
Reino Unido,Ranjeet Mandal,17/04/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,345.0,345.0
Australia,Ashwini Adsare,17/04/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
Brasil,Rajesh Variya,17/04/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Francia,Amit Singh,18/04/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,2250.0,9000.0
Mexico,Vinod Mehta,18/04/2020,Processing,26 TB HDD,HDD,Seagate,10000.0,13000.0,3.0,30000.0,39000.0,3000.0,9000.0
Japon,Jignesh Mhatre,18/04/2020,Delivered,25 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Japon,Rahul Kashyap,18/04/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Brasil,Mohammed Abdul Kaleem,18/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Colombia,Chandrakant Kasbe,18/04/2020,Processing,28 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
Colombia,Rohan Kale,18/04/2020,Delivered,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
Francia,Aniruddha Kekapure,18/04/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
Reino Unido,Aslam Raza,18/04/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Francia,Roshan Zameer,18/04/2020,Processing,32 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Colombia,Rakesh Kumar Sharma,18/04/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
Australia,Shivanand Sahani,18/04/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,4350.0,13050.0
Colombia,Kunal Patra,18/04/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,240.0,720.0
Francia,Bijendra,18/04/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
Colombia,Kranti Bheke,18/04/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Francia,Jagdeep,18/04/2020,Shipped,26 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Mexico,Adhir Samal,18/04/2020,Order,281 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
China,Dannana Jhammi,18/04/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Colombia,Vipin Kumar,18/04/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,3750.0,15000.0
Alemania,Ranjeet Kumar,18/04/2020,Shipped,33 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,1050.0,2100.0
Mexico,Sajal Singhal,18/04/2020,Order,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Australia,Akhilesh Kumar,18/04/2020,Processing,28 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,630.0,630.0
Japon,Suvankar Chakraborty,18/04/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
India,Suvankar Adhikary,19/04/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,105.0,105.0
E.E.U.U,Rahul Kumar Prajapati,20/04/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,2850.0,8550.0
Francia,Sagar Jeur,21/04/2020,Processing,27 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
India,Rhushikesh Mane,22/04/2020,Delivered,537 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Alemania,Ashish Kumar,23/04/2020,Shipped,RYZEN 3rd gen. 3525,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
India,Javed Akhter,24/04/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Mexico,Haridas Balraj,25/04/2020,Processing,41 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
Reino Unido,Kundan Kumar,26/04/2020,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,2295.0,2295.0
Australia,Atif Siddiqui,26/04/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
China,Aditya Agarwal,26/04/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,255.0,255.0
China,Firdoush Jabee,26/04/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Francia,Jay Prakash Kumar,26/04/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,2250.0,9000.0
Brasil,Ashish Pandey,26/04/2020,Shipped,27 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
India,Ajay Sharma,26/04/2020,Order,26 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
India,Moinuddin Saifi,26/04/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
E.E.U.U,Ramkrishna Das Adhikary,26/04/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
Colombia,Ranjeet Mandal,26/04/2020,Shipped,29 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
Australia,Ashwini Adsare,26/04/2020,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,2.0,13080.0,17004.0,1962.0,3924.0
Brasil,Rajesh Variya,26/04/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Mexico,Amit Singh,26/04/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Australia,Vinod Mehta,26/04/2020,Shipped,33 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Brasil,Jignesh Mhatre,26/04/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,3765.0,7530.0
Australia,Rahul Kashyap,26/04/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,4350.0
E.E.U.U,Mohammed Abdul Kaleem,26/04/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,240.0,960.0
E.E.U.U,Chandrakant Kasbe,26/04/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
India,Rohan Kale,26/04/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
China,Aniruddha Kekapure,26/04/2020,Processing,27 TB HDD,HDD,Western Digital,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
